instance_folder,instance_id,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations,mode,obj_pi,time_limit_rescheduling,time_limit_initial,solver_calls,estimated_start_times,estimated_durations
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 5, 6, 3, 1, 3, 4, 9, 7, 2, 5, 0]",quantile_0.5,31.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 3, 3, 3, 1, 2, 4, 6, 7, 1, 2, 0]",quantile_0.5,27.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 4, 2, 2, 1, 2, 5, 7, 7, 1, 4, 0]",quantile_0.5,28.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 6, 3, 3, 1, 1, 2, 6, 9, 1, 4, 0]",quantile_0.5,25.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 7, 2, 3, 1, 2, 4, 5, 10, 2, 5, 0]",quantile_0.5,29.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 5, 4, 3, 1, 1, 4, 6, 9, 2, 4, 0]",quantile_0.5,29.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 7, 5, 3, 1, 2, 5, 5, 6, 1, 4, 0]",quantile_0.5,28.0,,,,,
j10,19,1,proactive_quantile_0.5,60.0,False,inf,0.03714919090270996,inf,"[0, 0, 0, 5, 0, 12, 15, 18, 2, 14, 15, 26]","[0, 4, 5, 2, 1, 3, 4, 5, 6, 2, 5, 0]",quantile_0.5,29.0,,,,,
j10,19,1,proactive_quantile_0.75,60.0,True,29.0,0.040015220642089844,0.0001289844512939453,"[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]","[0, 6, 6, 2, 1, 2, 5, 5, 6, 2, 2, 0]",quantile_0.75,28.0,,,,,
j10,19,1,proactive_quantile_0.75,60.0,False,inf,0.040015220642089844,inf,"[0, 0, 0, 6, 0, 15, 10, 21, 2, 19, 15, 29]","[0, 7, 3, 4, 1, 1, 4, 7, 10, 2, 2, 0]",quantile_0.75,28.0,,,,,
