,instance_folder,instance_id,noise_factor,sample,sample_durations,time_limit,solve_time,solver_status,obj_gap,obj_value
0,ubo50,1,0.5,0,"[0, 1, 2, 5, 6, 2, 4, 6, 4, 4, 1, 4, 2, 8, 5, 2, 2, 8, 5, 5, 8, 1, 6, 7, 1, 3, 3, 7, 7, 6, 1, 6, 6, 2, 1, 4, 2, 1, 5, 2, 5, 2, 5, 2, 4, 8, 1, 1, 5, 6, 7, 0]",600,0.003,Infeasible,,
1,ubo50,1,0.5,1,"[0, 1, 2, 6, 7, 2, 5, 6, 4, 3, 1, 5, 2, 9, 4, 2, 2, 8, 5, 5, 6, 1, 6, 7, 1, 4, 3, 8, 7, 7, 1, 7, 5, 2, 1, 4, 2, 1, 4, 2, 4, 2, 3, 2, 6, 7, 1, 1, 4, 5, 8, 0]",600,0.003,Infeasible,,
2,ubo50,1,0.5,2,"[0, 1, 2, 6, 6, 2, 4, 6, 5, 4, 1, 6, 2, 9, 4, 2, 2, 10, 5, 7, 7, 1, 5, 6, 1, 4, 4, 8, 5, 6, 1, 8, 6, 2, 1, 5, 2, 1, 4, 2, 5, 2, 5, 2, 6, 7, 1, 1, 4, 5, 8, 0]",600,0.003,Infeasible,,
3,ubo50,1,0.5,3,"[0, 1, 2, 5, 6, 2, 4, 6, 4, 3, 1, 4, 2, 9, 6, 2, 2, 10, 4, 6, 7, 1, 5, 5, 1, 3, 3, 6, 6, 6, 1, 7, 4, 2, 1, 4, 2, 1, 6, 2, 3, 2, 4, 2, 6, 7, 1, 1, 5, 5, 7, 0]",600,0.003,Infeasible,,
4,ubo50,1,0.5,4,"[0, 1, 2, 6, 6, 2, 4, 5, 3, 4, 1, 6, 2, 8, 5, 2, 2, 8, 6, 6, 8, 1, 5, 5, 1, 5, 3, 8, 5, 7, 1, 8, 6, 2, 1, 6, 2, 1, 6, 2, 3, 2, 5, 2, 5, 8, 1, 1, 6, 4, 9, 0]",600,0.003,Infeasible,,
5,ubo50,1,0.5,5,"[0, 1, 2, 4, 8, 2, 5, 6, 4, 3, 1, 5, 2, 9, 4, 2, 2, 10, 4, 6, 6, 1, 6, 6, 1, 3, 4, 7, 6, 8, 1, 7, 4, 2, 1, 4, 2, 1, 6, 2, 4, 2, 3, 2, 4, 8, 1, 1, 6, 5, 8, 0]",600,0.003,Infeasible,,
6,ubo50,1,0.5,6,"[0, 1, 2, 4, 7, 2, 4, 6, 3, 4, 1, 5, 2, 9, 5, 2, 2, 8, 6, 6, 6, 1, 5, 7, 1, 4, 4, 6, 7, 8, 1, 8, 4, 2, 1, 5, 2, 1, 5, 2, 4, 2, 4, 2, 6, 7, 1, 1, 4, 6, 7, 0]",600,0.003,Infeasible,,
7,ubo50,1,0.5,7,"[0, 1, 2, 5, 6, 2, 6, 5, 5, 3, 1, 4, 2, 9, 4, 2, 2, 8, 4, 6, 8, 1, 6, 5, 1, 3, 4, 6, 6, 8, 1, 6, 4, 2, 1, 6, 2, 1, 6, 2, 5, 2, 5, 2, 5, 9, 1, 1, 4, 6, 7, 0]",600,0.003,Infeasible,,
8,ubo50,1,0.5,8,"[0, 1, 2, 4, 6, 2, 4, 6, 5, 3, 1, 5, 2, 9, 4, 2, 2, 10, 6, 7, 6, 1, 7, 7, 1, 4, 3, 6, 5, 6, 1, 8, 5, 2, 1, 5, 2, 1, 4, 2, 5, 2, 5, 2, 5, 9, 1, 1, 5, 6, 8, 0]",600,0.004,Infeasible,,
9,ubo50,1,0.5,9,"[0, 1, 2, 6, 6, 2, 4, 7, 5, 3, 1, 5, 2, 10, 4, 2, 2, 10, 4, 6, 6, 1, 5, 7, 1, 3, 4, 8, 6, 8, 1, 6, 4, 2, 1, 4, 2, 1, 4, 2, 5, 2, 5, 2, 4, 9, 1, 1, 5, 5, 8, 0]",600,0.004,Infeasible,,
10,ubo50,2,0.5,0,"[0, 1, 2, 1, 1, 4, 1, 5, 6, 4, 4, 4, 5, 5, 1, 9, 3, 2, 8, 8, 1, 1, 1, 3, 6, 3, 2, 1, 4, 3, 4, 10, 1, 1, 3, 6, 3, 3, 1, 4, 9, 2, 6, 6, 7, 2, 4, 2, 5, 7, 9, 0]",600,23.474,Optimal,0.0,159.0
11,ubo50,2,0.5,1,"[0, 1, 2, 1, 1, 4, 1, 6, 7, 4, 4, 4, 7, 6, 1, 9, 3, 2, 7, 9, 1, 1, 1, 3, 5, 4, 2, 1, 6, 4, 3, 10, 1, 1, 5, 7, 4, 4, 1, 3, 7, 2, 5, 6, 8, 2, 3, 2, 3, 8, 8, 0]",600,0.003,Infeasible,,
12,ubo50,2,0.5,2,"[0, 1, 2, 1, 1, 5, 1, 5, 6, 4, 4, 5, 7, 6, 1, 8, 5, 2, 8, 10, 1, 1, 1, 4, 6, 3, 2, 1, 5, 4, 5, 8, 1, 1, 3, 8, 3, 4, 1, 3, 9, 2, 6, 8, 6, 2, 3, 2, 4, 8, 8, 0]",600,0.003,Infeasible,,
