,instance_folder,instance_id,noise_factor,sample,sample_durations,time_limit,solve_time,solver_status,obj_gap,obj_value
0,j30,1,2,0,"[0, 2, 14, 11, 2, 4, 6, 2, 1, 3, 3, 10, 7, 12, 4, 1, 7, 1, 5, 14, 3, 5, 10, 2, 12, 4, 1, 3, 10, 2, 9, 0]",60,0.003,Infeasible,,
1,j30,1,2,1,"[0, 2, 9, 12, 2, 1, 2, 1, 9, 6, 12, 12, 9, 10, 5, 3, 7, 2, 2, 6, 5, 9, 4, 2, 13, 7, 1, 2, 4, 2, 4, 0]",60,0.003,Infeasible,,
2,j30,1,2,2,"[0, 2, 3, 7, 2, 3, 8, 2, 9, 9, 11, 6, 8, 10, 6, 2, 11, 2, 7, 11, 1, 3, 13, 2, 10, 12, 4, 1, 11, 1, 2, 0]",60,0.003,Infeasible,,
3,j30,1,2,3,"[0, 1, 10, 10, 2, 2, 4, 1, 9, 9, 6, 8, 7, 5, 7, 2, 10, 2, 5, 14, 5, 5, 10, 2, 7, 12, 1, 1, 3, 1, 12, 0]",60,0.003,Infeasible,,
4,j30,1,2,4,"[0, 2, 15, 4, 2, 1, 11, 1, 5, 3, 3, 12, 9, 5, 5, 2, 4, 1, 5, 10, 3, 11, 9, 1, 12, 5, 3, 1, 7, 2, 7, 0]",60,0.003,Infeasible,,
5,j30,1,2,5,"[0, 2, 13, 7, 7, 1, 7, 2, 2, 5, 3, 8, 5, 13, 2, 2, 10, 2, 6, 10, 1, 10, 6, 2, 4, 7, 5, 3, 9, 2, 10, 0]",60,0.003,Infeasible,,
6,j30,1,2,6,"[0, 2, 12, 5, 6, 5, 6, 1, 6, 11, 3, 4, 9, 10, 2, 1, 12, 2, 4, 7, 3, 1, 14, 2, 8, 4, 3, 1, 4, 1, 8, 0]",60,0.003,Infeasible,,
7,j30,1,2,7,"[0, 1, 15, 10, 3, 5, 11, 1, 4, 3, 10, 7, 3, 12, 2, 1, 5, 1, 2, 13, 5, 4, 6, 2, 13, 14, 4, 2, 4, 1, 6, 0]",60,0.003,Infeasible,,
8,j30,1,2,8,"[0, 1, 3, 6, 4, 1, 4, 2, 7, 10, 7, 4, 8, 3, 12, 3, 4, 1, 3, 4, 5, 1, 7, 1, 4, 10, 4, 2, 7, 1, 11, 0]",60,0.003,Infeasible,,
9,j30,1,2,9,"[0, 1, 9, 12, 7, 1, 1, 1, 7, 3, 8, 10, 1, 6, 11, 1, 5, 2, 3, 14, 5, 8, 8, 1, 6, 11, 1, 1, 7, 2, 9, 0]",60,0.003,Infeasible,,
10,j30,2,2,0,"[0, 6, 14, 5, 1, 10, 4, 8, 1, 3, 4, 8, 7, 2, 3, 5, 6, 1, 6, 14, 3, 1, 9, 9, 2, 2, 9, 1, 1, 7, 2, 0]",60,0.003,Infeasible,,
11,j30,2,2,1,"[0, 10, 10, 8, 6, 7, 2, 4, 1, 15, 4, 9, 9, 2, 3, 10, 9, 1, 9, 6, 7, 2, 3, 11, 4, 1, 10, 2, 11, 5, 1, 0]",60,0.128,Optimal,0.0,108.0
